seqnames	start	end	width	strand	name	score	signalValue	pValue	qValue	peak	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	58883623	58883829	207	*	SRR1642051_peak_2205	76	5.05203	7.64626	5.1668	98	Exon (ENST00000423408.6/105378753, exon 4 of 4)	1	58882868	58931897	49030	2	105378753	48068	ENSG00000232453	LINC02777	long intergenic non-protein coding RNA 2777
chr1	58971355	58971591	237	*	SRR1642051_peak_2209	136	6.8026	13.6356	10.4908	140	Intron (ENST00000634502.1/101926925, intron 3 of 13)	1	58933643	59132803	199161	1	101926925	37712	NA	LINC01358	long intergenic non-protein coding RNA 1358
chr1	59020442	59020780	339	*	SRR1642051_peak_2212	142	7.13139	14.2141	11.0209	67	Exon (ENST00000634502.1/101926925, exon 4 of 14)	1	58933643	59132803	199161	1	101926925	86799	NA	LINC01358	long intergenic non-protein coding RNA 1358
chr1	59550572	59550847	276	*	SRR1642051_peak_2250	102	5.68938	10.2513	7.46931	203	Intron (ENST00000634606.1/55277, intron 6 of 16)	1	59733227	59733296	70	2	100616409	182449	ENSG00000266150	MIR4711	microRNA 4711
chr1	59673259	59673541	283	*	SRR1642051_peak_2255	121	6.51339	12.1886	9.20461	70	Intron (ENST00000634606.1/55277, intron 11 of 16)	1	59733227	59733296	70	2	100616409	59755	ENSG00000266150	MIR4711	microRNA 4711
chr1	59909022	59909288	267	*	SRR1642051_peak_2262	54	3.64903	5.46828	3.23814	44	Intron (ENST00000371204.4/1573, intron 5 of 8)	1	59893308	59926773	33466	2	1573	17485	ENSG00000134716	CYP2J2	cytochrome P450 family 2 subfamily J member 2
chr1	61124174	61124410	237	*	SRR1642051_peak_2283	93	5.48338	9.31879	6.64732	125	Exon (ENST00000603233.2/ENST00000603233.2, exon 1 of 1)	1	60912675	61056885	144211	2	105378764	-67289	NA	LOC105378764	uncharacterized LOC105378764
chr1	66944948	66945191	244	*	SRR1642051_peak_2406	158	7.69926	15.8975	12.5258	48	Intron (ENST00000355977.10/57708, intron 3 of 13)	1	66924895	66988619	63725	1	57708	20053	ENSG00000198160	MIER1	MIER1 transcriptional regulator
chr1	67534712	67534954	243	*	SRR1642051_peak_2420	121	6.51339	12.1886	9.20461	175	Distal Intergenic	1	67522299	67532612	10314	1	102724481	12413	ENSG00000235200	LINC01702	long intergenic non-protein coding RNA 1702
chr1	67540650	67540809	160	*	SRR1642051_peak_2423	107	6.18613	10.7336	7.90949	111	Distal Intergenic	1	67522299	67532612	10314	1	102724481	18351	ENSG00000235200	LINC01702	long intergenic non-protein coding RNA 1702
chr1	67572773	67572962	190	*	SRR1642051_peak_2429	105	5.1602	10.5552	7.74736	131	Distal Intergenic	1	67522299	67532612	10314	1	102724481	50474	ENSG00000235200	LINC01702	long intergenic non-protein coding RNA 1702
chr1	67635576	67635789	214	*	SRR1642051_peak_2433	131	6.92077	13.183	10.0929	95	Distal Intergenic	1	67685201	67688334	3134	1	1647	-49412	ENSG00000116717	GADD45A	growth arrest and DNA damage inducible alpha
chr1	69270151	69270353	203	*	SRR1642051_peak_2462	158	7.69926	15.8975	12.5258	102	Distal Intergenic	1	69215835	69249477	33643	2	105378786	-20674	NA	LINC02791	long intergenic non-protein coding RNA 2791
chr1	77539457	77539714	258	*	SRR1642051_peak_2492	140	6.88266	14.0911	10.9119	134	Intron (ENST00000354567.7/26289, intron 13 of 13)	1	77431314	77437604	6291	2	124904202	-101853	NA	LOC124904202	uncharacterized LOC124904202
chr1	78471815	78472068	254	*	SRR1642051_peak_2521	102	5.75491	10.2745	7.48392	73	Intron (ENST00000370758.5/5737, intron 2 of 3)	1	78619902	78646145	26244	1	10964	-147834	ENSG00000137959	IFI44L	interferon induced protein 44 like
chr1	83692404	83692577	174	*	SRR1642051_peak_2538	97	5.75381	9.76956	7.06208	71	Intron (ENST00000417975.1/101927587, intron 2 of 2)	1	83801516	83861026	59511	2	101927560	168449	ENSG00000233008	LOC101927560	uncharacterized LOC101927560
chr1	83839927	83840176	250	*	SRR1642051_peak_2547	83	5.37412	8.35009	5.79549	147	Intron (ENST00000417975.1/101927587, intron 1 of 2)	1	83801516	83861026	59511	2	101927560	20850	ENSG00000233008	LOC101927560	uncharacterized LOC101927560
chr1	84847567	84847782	216	*	SRR1642051_peak_2573	93	5.48338	9.31879	6.64732	114	Intron (ENST00000440886.1/23566, intron 1 of 1)	1	84811602	84893206	81605	2	23566	45424	ENSG00000171517	LPAR3	lysophosphatidic acid receptor 3
chr1	85330867	85331029	163	*	SRR1642051_peak_2583	138	7.92684	13.818	10.6631	88	Intron (ENST00000654182.1/646626, intron 2 of 2)	1	85265776	85276632	10857	2	8915	-54235	ENSG00000142867	BCL10	BCL10 immune signaling adaptor
chr1	85339514	85339903	390	*	SRR1642051_peak_2585	102	6.05675	10.2677	7.48336	290	Intron (ENST00000654182.1/646626, intron 2 of 2)	1	85265776	85276632	10857	2	8915	-62882	ENSG00000142867	BCL10	BCL10 immune signaling adaptor
chr1	88946857	88947419	563	*	SRR1642051_peak_2636	179	7.46379	17.903	14.3077	267	Intron (ENST00000446900.6/56267, intron 11 of 13)	1	88935773	88992953	57181	2	56267	45534	ENSG00000137944	KYAT3	kynurenine aminotransferase 3
chr1	91758595	91759046	452	*	SRR1642051_peak_2688	131	6.92539	13.1909	10.0929	142	3' UTR	1	91680343	91906335	225993	2	7049	147289	ENSG00000069702	TGFBR3	transforming growth factor beta receptor 3
chr1	93622951	93623100	150	*	SRR1642051_peak_2748	88	5.53764	8.83145	6.20862	105	Intron (ENST00000260502.11/8412, intron 3 of 11)	1	93591966	93610605	18640	1	100129046	30985	NA	BCAR3-AS1	BCAR3 antisense RNA 1
chr1	93958195	93958337	143	*	SRR1642051_peak_2764	69	4.95223	6.94729	4.53212	42	Distal Intergenic	1	93885199	93909456	24258	2	2730	-48739	ENSG00000023909	GCLM	glutamate-cysteine ligase modifier subunit
chr1	93979744	93979940	197	*	SRR1642051_peak_2769	83	5.37412	8.35009	5.79549	80	Distal Intergenic	1	93885199	93909456	24258	2	2730	-70288	ENSG00000023909	GCLM	glutamate-cysteine ligase modifier subunit
chr1	94317468	94317784	317	*	SRR1642051_peak_2794	242	10.0087	24.2203	19.9711	158	Intron (ENST00000660441.1/107985092, intron 2 of 3)	1	94149847	94275068	125222	2	9411	-42400	ENSG00000137962	ARHGAP29	Rho GTPase activating protein 29
chr1	94949974	94950181	208	*	SRR1642051_peak_2820	184	7.58467	18.467	14.8282	99	Intron (ENST00000659966.1/729970, intron 2 of 2)	1	94927361	94963616	36256	1	729970	22613	NA	CNN3-DT	CNN3 divergent transcript
chr1	95258150	95258450	301	*	SRR1642051_peak_2838	99	6.38221	9.92652	7.19748	183	Intron (ENST00000624604.3/ENST00000624604.3, intron 1 of 2)	1	95161676	95233982	72307	2	101928118	-24168	ENSG00000226026	RWDD3-DT	RWDD3 divergent transcript
chr1	97500875	97501046	172	*	SRR1642051_peak_2847	102	5.68938	10.2513	7.46931	103	Intron (ENST00000370192.8/1806, intron 13 of 22)	1	97796921	97798066	1146	1	100873933	-295875	ENSG00000235777	DPYD-AS2	DPYD antisense RNA 2
chr1	99171393	99171704	312	*	SRR1642051_peak_2851	69	5.44404	6.95302	4.53624	217	Intron (ENST00000660510.1/100129620, intron 2 of 4)	1	98890245	99227929	337685	2	163404	56225	ENSG00000117598	PLPPR5	phospholipid phosphatase related 5
chr1	108646655	108646915	261	*	SRR1642051_peak_2913	78	5.19242	7.86864	5.35681	217	Distal Intergenic	1	108648290	108661526	13237	2	113802	14611	ENSG00000162639	HENMT1	HEN methyltransferase 1
chr1	109134256	109134413	158	*	SRR1642051_peak_2930	82	5.50795	8.20483	5.66209	102	Intron (ENST00000533147.5/57535, intron 2 of 2)	1	109105951	109113857	7907	2	127003	-20399	ENSG00000179902	CFAP276	cilia and flagella associated protein 276
chr1	109927354	109927687	334	*	SRR1642051_peak_2966	108	6.06091	10.8885	8.05276	83	Intron (ENST00000329608.11/1435, intron 8 of 8)	1	109910242	109930992	20751	1	1435	17112	ENSG00000184371	CSF1	colony stimulating factor 1
chr1	109934083	109934502	420	*	SRR1642051_peak_2971	173	7.19716	17.3695	13.8418	252	Distal Intergenic	1	109910242	109930992	20751	1	1435	23841	ENSG00000184371	CSF1	colony stimulating factor 1
chr1	109947789	109947961	173	*	SRR1642051_peak_2976	84	4.57604	8.44714	5.85294	75	Distal Intergenic	1	109984765	110023742	38978	1	10768	-36804	ENSG00000168710	AHCYL1	adenosylhomocysteinase like 1
chr1	111205158	111205300	143	*	SRR1642051_peak_3012	94	6.19011	9.43037	6.74819	45	Promoter (<=1kb)	1	111185969	111204535	18567	2	79961	-623	ENSG00000162777	DENND2D	DENN domain containing 2D
chr1	112698421	112698988	568	*	SRR1642051_peak_3048	313	11.0006	31.3849	26.4299	430	Exon (ENST00000413052.6/4343, exon 16 of 21)	1	112701127	112711224	10098	2	389	12236	ENSG00000155366	RHOC	ras homolog family member C
chr1	113480191	113480666	476	*	SRR1642051_peak_3074	69	5.44132	6.94907	4.53303	100	Intron (ENST00000307546.14/260425, intron 1 of 20)	1	113390515	113685923	295409	1	260425	89676	ENSG00000081026	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3
chr1	115546120	115546265	146	*	SRR1642051_peak_3109	97	6.47758	9.74451	7.03985	44	Distal Intergenic	1	115621872	115622005	134	2	124900438	75740	ENSG00000207502	LOC124900438	small nucleolar RNA SNORA42/SNORA80 family
chr1	118117616	118117780	165	*	SRR1642051_peak_3152	66	4.45337	6.6833	4.29256	140	Intron (ENST00000336338.10/200162, intron 3 of 48)	1	117953590	118185228	231639	2	200162	67448	ENSG00000155761	SPAG17	sperm associated antigen 17
chr1	120032145	120032303	159	*	SRR1642051_peak_3191	151	5.88094	15.1512	11.8639	98	Intron (ENST00000256646.7/4853, intron 1 of 33)	1	119911553	120100688	189136	2	4853	68385	ENSG00000134250	NOTCH2	notch receptor 2
chr1	120144541	120145012	472	*	SRR1642051_peak_3203	93	5.48338	9.31879	6.64732	415	Distal Intergenic	1	120150898	120176520	25623	2	9554	31508	ENSG00000265808	SEC22B	SEC22 homolog B, vesicle trafficking protein
chr1	120282720	120282876	157	*	SRR1642051_peak_3206	100	5.03954	10.0802	7.33022	112	Intron (ENST00000612320.1/ENST00000612320.1, intron 4 of 5)	1	120354987	120355148	162	1	124904631	-72111	ENSG00000273727	LOC124904631	U1 spliceosomal RNA
chr1	120283001	120283198	198	*	SRR1642051_peak_3207	135	5.11071	13.5501	10.434	66	Intron (ENST00000612320.1/ENST00000612320.1, intron 4 of 5)	1	120354987	120355148	162	1	124904631	-71789	ENSG00000273727	LOC124904631	U1 spliceosomal RNA
chr1	120289626	120290113	488	*	SRR1642051_peak_3212	266	10.8322	26.6157	22.1252	121	Intron (ENST00000612320.1/ENST00000612320.1, intron 4 of 5)	1	120354987	120355148	162	1	124904631	-64874	ENSG00000273727	LOC124904631	U1 spliceosomal RNA
chr1	120424146	120424307	162	*	SRR1642051_peak_3223	109	5.34854	10.9285	8.08346	73	Intron (ENST00000698216.1/728841, intron 2 of 22)	1	120415035	120469676	54642	1	728841	9111	ENSG00000270231	NBPF8	NBPF member 8
chr1	120608979	120609361	383	*	SRR1642051_peak_3232	178	7.09798	17.8299	14.2434	213	Intron (ENST00000612480.2/100996724, intron 4 of 41)	1	120489860	120701289	211430	2	100996724	91928	NA	PDE4DIPP2	PDE4DIP pseudogene 2
chr1	120731515	120731724	210	*	SRR1642051_peak_3238	135	6.12105	13.5895	10.4539	123	Intron (ENST00000690847.1/101929796, intron 1 of 3)	1	120489860	120701289	211430	2	100996724	-30226	NA	PDE4DIPP2	PDE4DIP pseudogene 2
chr1	121201521	121201750	230	*	SRR1642051_peak_3255	163	7.9554	16.3197	12.8922	138	Intron (ENST00000367123.8/653464, intron 2 of 9)	1	121167646	121185539	17894	2	653820	-15982	ENSG00000188610	FAM72B	family with sequence similarity 72 member B
chr1	121201848	121202067	220	*	SRR1642051_peak_3256	89	4.97468	8.98602	6.34887	66	Intron (ENST00000367123.8/653464, intron 2 of 9)	1	121167646	121185539	17894	2	653820	-16309	ENSG00000188610	FAM72B	family with sequence similarity 72 member B
chr1	121511826	121512037	212	*	SRR1642051_peak_3262	203	7.82056	20.3845	16.5156	103	Distal Intergenic	1	121519103	121575702	56600	1	647121	-7066	ENSG00000291141	EMBP1	embigin pseudogene 1
chr1	143989185	143989332	148	*	SRR1642051_peak_3273	136	6.8026	13.6356	10.4908	52	Intron (ENST00000605551.2/100996712, intron 1 of 6)	1	143972669	144068350	95682	1	100996712	16516	NA	SRGAP2D	SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)
chr1	145078664	145078834	171	*	SRR1642051_peak_3287	201	7.19817	20.1486	16.3209	84	Intron (ENST00000612199.4/647135, intron 2 of 9)	1	144887265	145095528	208264	2	647135	16694	ENSG00000196369	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B
chr1	145707603	145708185	583	*	SRR1642051_peak_3303	150	7.07062	15.0954	11.8128	484	Promoter (<=1kb)	1	145670852	145708148	37297	2	5174	0	ENSG00000174827	PDZK1	PDZ domain containing 1
chr1	145781646	145781855	210	*	SRR1642051_peak_3308	102	5.68938	10.2513	7.46931	123	Intron (ENST00000582693.5/27246, intron 3 of 8)	1	145824053	145844402	20350	1	10623	-42198	ENSG00000186141	POLR3C	RNA polymerase III subunit C
chr1	145785392	145785683	292	*	SRR1642051_peak_3311	102	5.68938	10.2513	7.46931	183	Intron (ENST00000582693.5/27246, intron 2 of 8)	1	145824053	145844402	20350	1	10623	-38370	ENSG00000186141	POLR3C	RNA polymerase III subunit C
chr1	146273056	146273416	361	*	SRR1642051_peak_3350	131	6.92077	13.183	10.0929	230	Distal Intergenic	1	146298170	146298715	546	1	170688	-24754	NA	NUDT4P2	nudix hydrolase 4 pseudogene 2
chr1	146946917	146947404	488	*	SRR1642051_peak_3363	147	7.44585	14.7587	11.5026	107	Intron (ENST00000698835.1/149013, intron 3 of 36)	1	146938324	146996202	57879	1	149013	8593	ENSG00000268043	NBPF12	NBPF member 12
chr1	148894594	148894767	174	*	SRR1642051_peak_3418	160	6.00925	16.0393	12.6432	82	Intron (ENST00000695766.1/9659, intron 3 of 4)	1	148808140	149047267	239128	1	9659	86454	ENSG00000178104	PDE4DIP	phosphodiesterase 4D interacting protein
chr1	149094733	149095212	480	*	SRR1642051_peak_3428	112	6.10138	11.2084	8.32872	154	Intron (ENST00000698832.1/400818, intron 4 of 29)	1	149052186	149103561	51376	2	400818	8349	ENSG00000269713	NBPF9	NBPF member 9
chr1	149175466	149175618	153	*	SRR1642051_peak_3433	73	5.11962	7.39342	4.93897	18	Distal Intergenic	1	149111304	149121866	10563	2	101929790	-53600	NA	LOC101929790	uncharacterized LOC101929790
chr1	149175660	149175977	318	*	SRR1642051_peak_3434	113	6.31755	11.3222	8.42891	169	Exon (ENST00000668239.1/ENST00000668239.1, exon 1 of 2)	1	149111304	149121866	10563	2	101929790	-53794	NA	LOC101929790	uncharacterized LOC101929790
chr1	149234605	149235053	449	*	SRR1642051_peak_3444	173	7.04806	17.3804	13.8418	369	Intron (ENST00000668239.1/ENST00000668239.1, intron 1 of 1)	1	149197555	149240841	43287	2	653513	5788	NA	LOC653513	phosphodiesterase 4D interacting protein-like
chr1	149235511	149235692	182	*	SRR1642051_peak_3446	123	4.55718	12.3086	9.31193	90	Intron (ENST00000668239.1/ENST00000668239.1, intron 1 of 1)	1	149197555	149240841	43287	2	653513	5149	NA	LOC653513	phosphodiesterase 4D interacting protein-like
chr1	149401061	149401296	236	*	SRR1642051_peak_3453	94	4.40244	9.46042	6.77071	99	Intron (ENST00000650865.2/100996717, intron 1 of 4)	1	149390623	149556361	165739	1	101060226	10438	ENSG00000271383	NBPF19	NBPF member 19
chr1	149851106	149851647	542	*	SRR1642051_peak_3476	150	6.10645	15.0709	11.7953	296	Promoter (<=1kb)	1	149851061	149851594	534	1	723790	45	ENSG00000288859	H2AC19	H2A clustered histone 19
chr1	150604391	150604819	429	*	SRR1642051_peak_3547	134	5.51484	13.452	10.3401	373	Intron (ENST00000369016.8/2029, intron 4 of 4)	1	150563102	150579738	16637	2	4170	-24653	ENSG00000143384	MCL1	MCL1 apoptosis regulator, BCL2 family member
chr1	150852195	150852337	143	*	SRR1642051_peak_3565	67	5.32711	6.78362	4.38806	95	Intron (ENST00000358595.10/405, intron 3 of 21)	1	150809713	150876708	66996	2	405	24371	ENSG00000143437	ARNT	aryl hydrocarbon receptor nuclear translocator
chr1	153507071	153507244	174	*	SRR1642051_peak_3677	188	9.0148	18.8787	15.1829	85	Distal Intergenic	1	153533430	153535129	1700	1	124904423	-26186	NA	LOC124904423	uncharacterized LOC124904423
chr1	153566098	153566252	155	*	SRR1642051_peak_3679	76	4.81512	7.65199	5.1668	109	Promoter (1-2kb)	1	153561108	153567890	6783	2	6273	1638	ENSG00000196754	S100A2	S100 calcium binding protein A2
chr1	153566421	153566585	165	*	SRR1642051_peak_3680	116	5.8753	11.6731	8.75741	129	Promoter (1-2kb)	1	153561108	153567890	6783	2	6273	1305	ENSG00000196754	S100A2	S100 calcium binding protein A2
chr1	153616169	153616326	158	*	SRR1642051_peak_3689	112	6.09732	11.2014	8.32872	89	Promoter (<=1kb)	1	153614255	153616986	2732	2	57402	660	ENSG00000189334	S100A14	S100 calcium binding protein A14
chr1	153768661	153769396	736	*	SRR1642051_peak_3702	196	8.97942	19.6036	15.8345	383	3' UTR	1	153793937	153796302	2366	1	343052	-24541	ENSG00000291199	LOC343052	immunoglobulin superfamily DCC subclass member 3 pseudogene
chr1	154237129	154237382	254	*	SRR1642051_peak_3735	116	6.21309	11.6706	8.75741	171	Exon (ENST00000343815.10/9898, exon 8 of 25)	1	154206696	154220637	13942	2	25912	-16492	ENSG00000143612	C1orf43	chromosome 1 open reading frame 43
chr1	154414864	154415010	147	*	SRR1642051_peak_3748	194	7.9172	19.4968	15.7391	76	Exon (ENST00000436275.1/ENST00000436275.1, exon 1 of 1)	1	154402328	154406564	4237	2	101928101	-8300	ENSG00000228013	IL6R-AS1	IL6R antisense RNA 1
chr1	154698298	154698440	143	*	SRR1642051_peak_3772	103	6.26095	10.3671	7.56942	41	3' UTR	1	154671593	154678345	6753	1	124904428	26705	NA	LOC124904428	uncharacterized LOC124904428
chr1	154698507	154698652	146	*	SRR1642051_peak_3773	93	5.48338	9.31879	6.64732	40	3' UTR	1	154671593	154678345	6753	1	124904428	26914	NA	LOC124904428	uncharacterized LOC124904428
chr1	154876685	154876827	143	*	SRR1642051_peak_3775	75	5.47622	7.5778	5.10259	126	Distal Intergenic	1	154697455	154870281	172827	2	3782	-6404	ENSG00000143603	KCNN3	potassium calcium-activated channel subfamily N member 3
chr1	156129198	156129350	153	*	SRR1642051_peak_3893	101	6.36544	10.1347	7.38376	48	Intron (ENST00000502751.5/4000, intron 2 of 3)	1	156147366	156177752	30387	1	64218	-18016	ENSG00000196189	SEMA4A	semaphorin 4A
chr1	156472181	156472468	288	*	SRR1642051_peak_3912	93	5.48338	9.31879	6.64732	163	Intron (ENST00000464356.6/4209, intron 7 of 9)	1	156404250	156456613	52364	2	10485	-15568	ENSG00000125462	MIR9-1HG	MIR9-1 host gene
chr1	159917902	159918064	163	*	SRR1642051_peak_3963	66	4.4504	6.67846	4.29256	36	Distal Intergenic	1	159918107	159925507	7401	2	8407	7443	ENSG00000158710	TAGLN2	transgelin 2
chr1	159923521	159924523	1003	*	SRR1642051_peak_3966	214	8.12957	21.4139	17.4555	135	Promoter (<=1kb)	1	159918107	159925507	7401	2	8407	984	ENSG00000158710	TAGLN2	transgelin 2
chr1	161218946	161219098	153	*	SRR1642051_peak_4032	116	6.72426	11.61	8.70502	81	3' UTR	1	161215234	161220699	5466	1	2207	3712	ENSG00000158869	FCER1G	Fc epsilon receptor Ig
chr1	161219444	161219603	160	*	SRR1642051_peak_4033	88	5.32148	8.83145	6.20862	110	Intron (ENST00000367992.7/2207, intron 4 of 4)	1	161222292	161223631	1340	2	336	4028	ENSG00000158874	APOA2	apolipoprotein A2
chr1	161224505	161224697	193	*	SRR1642051_peak_4037	128	6.49823	12.8004	9.74739	84	Promoter (<=1kb)	1	161222292	161223631	1340	2	336	-874	ENSG00000158874	APOA2	apolipoprotein A2
chr1	161225104	161225583	480	*	SRR1642051_peak_4038	171	8.04105	17.1877	13.6768	375	Promoter (<=1kb)	1	161225939	161230746	4808	1	84134	-356	ENSG00000158882	TOMM40L	translocase of outer mitochondrial membrane 40 like
chr1	167753044	167753249	206	*	SRR1642051_peak_4140	123	7.19358	12.3611	9.36336	128	Intron (ENST00000464954.1/9019, intron 1 of 1)	1	167721950	167791919	69970	1	9019	31094	ENSG00000197965	MPZL1	myelin protein zero like 1
chr1	167968500	167968731	232	*	SRR1642051_peak_4151	232	10.9029	23.2719	19.1269	114	Exon (ENST00000491067.1/55827, exon 1 of 5)	1	167998660	167998726	67	1	100313835	-29929	ENSG00000221545	MIR1255B2	microRNA 1255b-2
chr1	168231075	168231384	310	*	SRR1642051_peak_4158	163	7.9501	16.3106	12.8922	172	Intron (ENST00000471981.1/375035, intron 2 of 6)	1	168225938	168253021	27084	1	375035	5137	ENSG00000213064	SFT2D2	SFT2 domain containing 2
chr1	169116377	169117024	648	*	SRR1642051_peak_4173	122	6.73938	12.2894	9.29366	62	Intron (ENST00000367816.5/481, intron 3 of 6)	1	169105697	169310992	205296	1	481	10680	ENSG00000143153	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
chr1	169143444	169143586	143	*	SRR1642051_peak_4174	70	5.12726	7.05095	4.62377	38	Intron (ENST00000688755.1/481, intron 6 of 8)	1	169105697	169310992	205296	1	481	37747	ENSG00000143153	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
chr1	169572647	169572813	167	*	SRR1642051_peak_4196	95	6.01936	9.59452	6.89546	76	Intron (ENST00000367797.9/2153, intron 2 of 24)	1	169511951	169586588	74638	2	2153	13775	ENSG00000198734	F5	coagulation factor V
chr1	169576513	169576768	256	*	SRR1642051_peak_4197	86	5.92669	8.61049	6.00948	167	Intron (ENST00000367797.9/2153, intron 2 of 24)	1	169511951	169586588	74638	2	2153	9820	ENSG00000198734	F5	coagulation factor V
chr1	171081495	171082117	623	*	SRR1642051_peak_4215	129	7.35412	12.911	9.85114	384	Intron (ENST00000669750.1/105371611, intron 3 of 4)	1	171090901	171117819	26919	1	2328	-8784	ENSG00000007933	FMO3	flavin containing dimethylaniline monoxygenase 3
